180;31710;636514;5017
177,5;31617;632893;4972
175;31942;632815;5076
172,5;31849;631665;4782
170;31920;628305;4363
167,5;31970;627411;3938
165;31817;625814;3082
162,5;32135;624020;2257
160;31889;623476;1357
157,5;32359;620118;700
155;31945;617957;380
152,5;31911;613816;207
150;31967;612690;193
147,5;31978;606431;159
145;32105;603581;164
142,5;31633;600097;127
